MomenTUM.A1Gregorian,MomenTUM.ElapsedSecs,FiniteC3sec,TCMsec,FiniteMOIsec,FiniteMatchPlanesec,FiniteRaisePeriToMinsec,CircularizeCount,Circularizesec,CircularizesecSum,FiniteSpiralSec,EOLcount,EOLsec,EOLsecSum,MomenTUM.ElectricTank1.FuelMass,MomenTUM.CTankFuel.FuelMass,MomenTUM.CTankOx.FuelMass,status,MomenTUM.TotalMass
28 Jan 2029 09:57:39.652,70840622.6181,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,78.0000000000,81026.5071158,4252976.95357,0.00000000000,0.00000000000,0.00000000000,0.00000000000,144.323257117,8.74373409446,14.4271612559,6.00000000000,1312.60865247
30 Jan 2029 12:11:40.716,71021463.6815,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,79.0000000000,6539.54605702,4259516.49963,0.00000000000,0.00000000000,0.00000000000,0.00000000000,144.289926098,8.74373409446,14.4271612559,6.00000000000,1312.57532145
02 Feb 2029 11:10:28.917,71276991.8825,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,80.0000000000,80869.0625071,4340385.56214,0.00000000000,0.00000000000,0.00000000000,0.00000000000,143.877749428,8.74373409446,14.4271612559,6.00000000000,1312.16314478
04 Feb 2029 11:38:05.772,71451448.7372,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,81.0000000000,6227.90687186,4346613.46901,0.00000000000,0.00000000000,0.00000000000,0.00000000000,143.846006784,8.74373409446,14.4271612559,6.00000000000,1312.13140213
07 Feb 2029 08:28:19.225,71699262.1905,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,82.0000000000,80693.6202342,4427307.08925,0.00000000000,0.00000000000,0.00000000000,0.00000000000,143.434724316,8.74373409446,14.4271612559,6.00000000000,1311.72011967
09 Feb 2029 07:38:03.612,71869046.5778,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,83.0000000000,5936.14761715,4433243.23686,0.00000000000,0.00000000000,0.00000000000,0.00000000000,143.404468721,8.74373409446,14.4271612559,6.00000000000,1311.68986407
12 Feb 2029 03:14:20.684,72112423.6497,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,84.0000000000,80500.9343511,4513744.17121,0.00000000000,0.00000000000,0.00000000000,0.00000000000,142.994168342,8.74373409446,14.4271612559,6.00000000000,1311.27956369
14 Feb 2029 00:19:44.961,72274747.9266,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,85.0000000000,5664.51021913,4519408.68143,0.00000000000,0.00000000000,0.00000000000,0.00000000000,142.965297240,8.74373409446,14.4271612559,6.00000000000,1311.25069259
16 Feb 2029 18:22:00.066,72512483.0314,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,86.0000000000,80292.9224079,4599701.60384,0.00000000000,0.00000000000,0.00000000000,0.00000000000,142.556057065,8.74373409446,14.4271612559,6.00000000000,1310.84145242
18 Feb 2029 13:54:29.676,72669232.6413,2155.84586111,5.34999976365,2858.30549682,42.4428661248,13.1293586301,87.0000000000,5410.36478989,4605111.96863,0.00000000000,0.00000000000,0.00000000000,0.00000000000,142.528481302,8.74373409446,14.4271612559,6.00000000000,1310.81387665
